name,set_name,rarity,primary_type,cmc,usd_price,edhrec_rank,legal_formats_count,value_score,reserved,game_changer,reprint
Gossip's Talent,Bloomburrow,uncommon,Enchantment,2.0,0.24,4377.0,15,54.0,0,0,0
Honored Dreyleader,Bloomburrow,uncommon,Creature,3.0,0.26,3552.0,15,54.0,0,0,0
Simic Signet,Duskmourn: House of Horror Commander,uncommon,Artifact,2.0,0.34,553.0,14,54.0,0,0,1
Talisman of Resilience,Duskmourn: House of Horror Commander,uncommon,Artifact,2.0,0.34,483.0,10,54.0,0,0,1
Rampant Growth,Tarkir: Dragonstorm Commander,common,Sorcery,2.0,0.42,26.0,15,54.0,0,0,1
Sink into Stupor // Soporific Springs,Modern Horizons 3,uncommon,Instant,3.0,6.2,182.0,10,54.0,0,0,0
Interdisciplinary Mascot,March of the Machine,rare,Creature,8.0,0.35,15193.0,12,54.0,0,0,0
Krark's Thumb,Mirrodin,rare,Artifact,2.0,15.71,4965.0,8,54.0,0,0,0
Roil Elemental,Zendikar,rare,Creature,6.0,13.88,3731.0,8,54.0,0,0,0
Forsaken Miner,Outlaws of Thunder Junction,uncommon,Creature,1.0,0.78,2503.0,14,54.0,0,0,0
Mirkwood Bats,The Lord of the Rings: Tales of Middle-earth,common,Creature,4.0,0.72,222.0,12,54.0,0,0,0
Abyssal Persecutor,Tales of Middle-earth Commander,mythic,Creature,4.0,28.27,6354.0,8,54.0,0,0,1
"Invasion of Fiora // Marchesa, Resolute Monarch",March of the Machine,rare,Creature,6.0,0.58,5832.0,12,54.0,0,0,0
Storm-Kiln Artist,Secrets of Strixhaven Commander,uncommon,Creature,4.0,2.34,231.0,11,53.5,0,0,1
Arcbound Ravager,Modern Masters,rare,Creature,2.0,16.42,3801.0,11,53.5,0,0,1
Urza's Saga,Mystery Booster 2,rare,Enchantment,0.0,37.23,119.0,5,53.5,0,0,1
Golgari Signet,Duskmourn: House of Horror Commander,uncommon,Artifact,2.0,0.31,644.0,13,53.5,0,0,1
Dimir Signet,Ravnica: Clue Edition,common,Artifact,2.0,1.2,137.0,13,53.5,0,0,1
Growth Spiral,Duskmourn: House of Horror Commander,common,Instant,2.0,0.29,217.0,13,53.5,0,0,1
Izzet Signet,Tarkir: Dragonstorm Commander,common,Artifact,2.0,0.37,165.0,13,53.5,0,0,1
Lightning Bolt,Ravnica: Clue Edition,uncommon,Instant,1.0,3.53,158.0,13,53.5,0,0,1
Archmage's Charm,Secret Lair Drop,rare,Instant,3.0,3.11,1773.0,11,53.5,0,0,1
"Atreus, Impulsive Son",Secret Lair Drop,mythic,Creature,3.0,3.15,9265.0,5,53.5,0,0,0
Akroma's Will,The Lost Caverns of Ixalan Commander,rare,Instant,4.0,18.13,203.0,9,53.5,0,0,1
Buried Alive,Modern Horizons 3,uncommon,Sorcery,3.0,0.81,379.0,13,53.5,0,0,1
Anvil of Bogardan,Visions,rare,Artifact,2.0,47.63,5302.0,7,53.5,1,0,0
Orzhov Signet,Tarkir: Dragonstorm Commander,common,Artifact,2.0,0.35,172.0,13,53.5,0,0,1
Experimental Augury,Phyrexia: All Will Be One,common,Instant,2.0,0.36,1307.0,13,53.5,0,0,0
Angelic Guardian,Core Set 2020,rare,Creature,6.0,4.7,12244.0,13,53.5,0,0,1
Edgewall Inn,Wilds of Eldraine,uncommon,Land,0.0,0.2,8946.0,14,53.0,0,0,0
Insidious Fungus,Duskmourn: House of Horror,uncommon,Creature,1.0,0.4,2020.0,15,53.0,0,0,0
Invasion of Gobakhan // Lightshield Array,March of the Machine,rare,Enchantment,2.0,0.4,8005.0,12,53.0,0,0,0
Goblin Anarchomancer,Modern Horizons 2,common,Creature,2.0,1.09,508.0,12,53.0,0,0,0
Wayfarer's Bauble,Tarkir: Dragonstorm Commander,common,Artifact,1.0,0.33,111.0,14,53.0,0,0,1
Food Fight,Wilds of Eldraine,rare,Enchantment,2.0,0.14,18685.0,15,53.0,0,0,0
Invasion of Arcavios // Invocation of the Founders,March of the Machine,rare,Enchantment,5.0,0.34,9869.0,12,53.0,0,0,0
"Geth, Thane of Contracts",Phyrexia: All Will Be One,rare,Creature,3.0,0.16,19680.0,12,53.0,0,0,0
Bloodfeather Phoenix,March of the Machine,rare,Creature,2.0,0.29,17403.0,12,53.0,0,0,0
"Miren, the Moaning Well",Saviors of Kamigawa,rare,Land,0.0,19.42,8226.0,8,53.0,0,0,0
Eternal Witness,Commander Masters,uncommon,Creature,3.0,1.31,100.0,12,53.0,0,0,1
"Greta, Sweettooth Scourge",Wilds of Eldraine,uncommon,Creature,3.0,0.2,5006.0,14,53.0,0,0,0
Cactusfolk Sureshot,Outlaws of Thunder Junction,uncommon,Creature,4.0,0.29,5516.0,14,53.0,0,0,0
"Chandra, Fire of Kaladesh // Chandra, Roaring Flame",The List,mythic,Creature,3.0,1.82,9755.0,8,53.0,0,0,1
Bear Umbra,Neon Dynasty Commander,rare,Enchantment,4.0,9.64,841.0,8,53.0,0,0,1
Terminate,Lorwyn Eclipsed Commander,common,Instant,2.0,0.38,219.0,14,53.0,0,0,1
Everflowing Chalice,Edge of Eternities Commander,uncommon,Artifact,0.0,0.28,249.0,10,53.0,0,0,1
Faithless Looting,Tarkir: Dragonstorm Commander,common,Sorcery,1.0,0.34,94.0,12,53.0,0,0,1
Bucolic Ranch,Outlaws of Thunder Junction,uncommon,Land,0.0,0.17,13216.0,14,53.0,0,0,0
"Oko, Thief of Crowns",Breaking News,mythic,Planeswalker,3.0,5.24,1863.0,6,53.0,0,0,1
"Witch-king, Bringer of Ruin",The Lord of the Rings: Tales of Middle-earth,rare,Creature,6.0,13.34,7470.0,10,53.0,0,0,0
"Ertha Jo, Frontier Mentor",Outlaws of Thunder Junction,uncommon,Creature,4.0,0.24,7793.0,14,53.0,0,0,0
Haunted Screen,Duskmourn: House of Horror,uncommon,Artifact,3.0,0.08,13572.0,15,53.0,0,0,0
Bloodfell Caves,March of the Machine,common,Land,0.0,0.13,877.0,18,53.0,0,0,1
Growing Dread,Duskmourn: House of Horror,uncommon,Enchantment,2.0,0.05,10583.0,15,53.0,0,0,0
Intimidation Campaign,Outlaws of Thunder Junction,uncommon,Enchantment,3.0,0.07,14607.0,14,53.0,0,0,0
Beastie Beatdown,Duskmourn: House of Horror,uncommon,Sorcery,2.0,0.08,13937.0,15,53.0,0,0,0
At Knifepoint,Outlaws of Thunder Junction,uncommon,Enchantment,3.0,0.3,6608.0,14,53.0,0,0,0
Dismal Backwater,March of the Machine,common,Land,0.0,0.15,925.0,18,53.0,0,0,1
Selesnya Sanctuary,Murders at Karlov Manor Commander,uncommon,Land,0.0,0.35,525.0,10,53.0,0,0,1
Arena,Time Spiral Timeshifted,special,Land,0.0,5.86,8805.0,8,53.0,0,0,1
Marionette Apprentice,Modern Horizons 3,uncommon,Creature,2.0,1.12,572.0,10,53.0,0,0,0
Victimize,Tarkir: Dragonstorm Commander,uncommon,Sorcery,3.0,0.78,128.0,12,53.0,0,0,1
"Wort, Boggart Auntie",Lorwyn,rare,Creature,4.0,31.22,11704.0,8,53.0,0,0,0
Evolved Spinoderm,Phyrexia: All Will Be One,rare,Creature,4.0,0.07,20459.0,12,53.0,0,0,0
Mortify,March of the Machine Commander,uncommon,Instant,3.0,0.65,543.0,16,53.0,0,0,1
Blossoming Sands,Bloomburrow,common,Land,0.0,0.13,1047.0,18,53.0,0,0,1
Greater Good,Forgotten Realms Commander,rare,Enchantment,4.0,4.72,647.0,9,52.5,0,0,1
Rapid Hybridization,Secrets of Strixhaven Commander,uncommon,Instant,1.0,0.86,213.0,11,52.5,0,0,1
Zulaport Cutthroat,Secrets of Strixhaven Commander,uncommon,Creature,2.0,1.35,241.0,11,52.5,0,0,1
Balduvian Trading Post,Alliances,rare,Land,0.0,3.8,17531.0,7,52.5,1,0,0
Archivist of Oghma,Commander Legends: Battle for Baldur's Gate,rare,Creature,2.0,8.54,645.0,9,52.5,0,0,0
Conjurer's Closet,Innistrad Remastered,rare,Artifact,5.0,4.04,503.0,7,52.5,0,0,1
Angel of Jubilation,Avacyn Restored,rare,Creature,4.0,10.69,4963.0,7,52.5,0,0,0
Ancient Grudge,Secret Lair Drop,rare,Instant,2.0,11.61,6777.0,13,52.5,0,0,1
Baldur's Gate,Commander Legends: Battle for Baldur's Gate,rare,Land,0.0,3.45,2349.0,9,52.5,0,0,0
Pitiless Plunderer,The Lost Caverns of Ixalan Commander,uncommon,Creature,4.0,3.05,233.0,11,52.5,0,0,1
Evolution Sage,Lorwyn Eclipsed Commander,uncommon,Creature,3.0,2.65,402.0,11,52.5,0,0,1
"Atla Palani, Nest Tender",Secret Lair Drop,mythic,Creature,4.0,46.58,4318.0,5,52.5,0,0,1
Achilles Davenport,Assassin's Creed,rare,Creature,4.0,5.36,6315.0,7,52.5,0,0,0
Arbor Elf,Secret Lair Drop,rare,Creature,1.0,16.18,590.0,9,52.5,0,0,1
Abeyance,Weatherlight,rare,Instant,2.0,32.55,14305.0,7,52.5,1,0,0
Academy Rector,Urza's Destiny,rare,Creature,4.0,74.22,5544.0,7,52.5,1,0,0
Adun Oakenshield,Legends,rare,Creature,3.0,68.7,23165.0,8,52.0,1,0,0
Bolt Bend,Foundations,uncommon,Instant,4.0,2.48,593.0,15,52.0,0,0,1
Fear of Infinity,Duskmourn: House of Horror,uncommon,Creature,3.0,0.12,12119.0,15,52.0,0,0,0
Burrowguard Mentor,Bloomburrow,uncommon,Creature,2.0,0.22,6577.0,15,52.0,0,0,0
Tireless Provisioner,March of the Machine Commander,uncommon,Creature,3.0,3.06,177.0,10,52.0,0,0,1
Devouring Sugarmaw // Have for Dinner,Wilds of Eldraine,rare,Creature,4.0,0.25,20130.0,15,52.0,0,0,0
Fireglass Mentor,Bloomburrow,uncommon,Creature,2.0,0.07,9156.0,15,52.0,0,0,0
Conduit Pylons,Outlaws of Thunder Junction,common,Land,0.0,0.33,1926.0,16,52.0,0,0,0
Feather of Flight,Bloomburrow,uncommon,Enchantment,2.0,0.33,4271.0,15,52.0,0,0,0
Harrow,Edge of Eternities Commander,common,Instant,3.0,0.33,237.0,15,52.0,0,0,1
Gremlin Tamer,Duskmourn: House of Horror,uncommon,Creature,2.0,0.14,8136.0,15,52.0,0,0,0
"Ash, Party Crasher",Wilds of Eldraine,uncommon,Creature,2.0,0.15,14770.0,14,52.0,0,0,0
Corrupted Conviction,March of the Machine,common,Instant,1.0,1.12,581.0,16,52.0,0,0,0
"Untaidake, the Cloud Keeper",Champions of Kamigawa,rare,Land,0.0,6.28,9735.0,8,52.0,0,0,0
Eiganjo Castle,Secret Lair Drop,rare,Land,0.0,7.56,3453.0,8,52.0,0,0,1
Springleaf Drum,Lorwyn Eclipsed,uncommon,Artifact,1.0,0.35,596.0,19,52.0,0,0,1
Bovine Intervention,Outlaws of Thunder Junction,uncommon,Instant,2.0,0.28,3577.0,14,52.0,0,0,0
Silent Arbiter,Commander 2020,rare,Creature,4.0,11.9,1129.0,8,52.0,0,0,1
"Kaya, Ghost Assassin",The List,mythic,Planeswalker,4.0,3.22,14292.0,6,52.0,0,0,1
Overwhelming Stampede,Duskmourn: House of Horror Commander,rare,Sorcery,5.0,1.7,549.0,8,52.0,0,0,1
Vedalken Orrery,Double Masters 2022,rare,Artifact,4.0,18.11,1397.0,8,52.0,0,0,1
Hidden Grotto,Bloomburrow,common,Land,0.0,0.27,2401.0,17,52.0,0,0,0
"Oathkeeper, Takeno's Daisho",Champions of Kamigawa,rare,Artifact,3.0,20.52,10416.0,8,52.0,0,0,0
Avoid Fate,Time Spiral Timeshifted,special,Instant,1.0,8.68,8684.0,10,52.0,0,0,1
Sword of Kaldra,Mirrodin,rare,Artifact,4.0,21.63,8876.0,8,52.0,0,0,0
Hedron Archive,Commander Masters,uncommon,Artifact,4.0,0.3,527.0,15,52.0,0,0,1
Mentor of the Meek,Innistrad Remastered,uncommon,Creature,3.0,0.28,605.0,16,52.0,0,0,1
Whispersilk Cloak,Duskmourn: House of Horror Commander,uncommon,Artifact,3.0,3.66,314.0,10,52.0,0,0,1
Konda's Banner,Champions of Kamigawa,rare,Artifact,2.0,11.57,10866.0,8,52.0,0,0,0
Argothian Enchantress,Eternal Masters,mythic,Creature,2.0,47.58,3522.0,7,51.5,0,0,1
Angus Mackenzie,Legends,rare,Creature,3.0,223.65,18013.0,7,51.5,1,0,0
City of Shadows,The Dark,rare,Land,0.0,53.98,16069.0,7,51.5,1,0,0
Undiscovered Paradise,Visions,rare,Land,0.0,35.12,16394.0,7,51.5,1,0,0
"Animar, Soul of Elements",Double Masters 2022,mythic,Creature,3.0,45.98,2309.0,5,51.5,0,0,1
Triumph of the Hordes,Secret Lair Drop,rare,Sorcery,4.0,14.44,1258.0,7,51.5,0,0,1
Aluren,Tempest,rare,Enchantment,4.0,97.26,9259.0,7,51.5,1,0,0
Big Score,Secrets of Strixhaven Commander,common,Instant,4.0,1.95,170.0,13,51.5,0,0,1
Barrowgoyf,Modern Horizons 3 Commander,rare,Creature,3.0,13.16,4006.0,9,51.5,0,0,0
Arcane Sanctum,Duskmourn: House of Horror Commander,uncommon,Land,0.0,0.37,334.0,7,51.5,0,0,1
"Aragorn, King of Gondor",Tales of Middle-earth Commander,mythic,Creature,4.0,11.7,3896.0,5,51.5,0,0,1
Jungle Shrine,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.34,293.0,7,51.5,0,0,1
Puresteel Paladin,Commander Masters,rare,Creature,2.0,2.12,623.0,7,51.5,0,0,1
Crumbling Necropolis,The Lost Caverns of Ixalan Commander,uncommon,Land,0.0,0.37,351.0,7,51.5,0,0,1
Bountiful Promenade,The List,rare,Land,0.0,16.84,206.0,5,51.5,0,0,1
Sea of Clouds,Commander Legends: Battle for Baldur's Gate,rare,Land,0.0,18.04,166.0,5,51.5,0,0,1
Talisman of Impulse,Tarkir: Dragonstorm Commander,uncommon,Artifact,2.0,0.38,566.0,11,51.5,0,0,1
Morbid Opportunist,Secrets of Strixhaven Commander,uncommon,Creature,3.0,0.97,265.0,11,51.5,0,0,1
Bastion of Remembrance,Tarkir: Dragonstorm Commander,uncommon,Enchantment,3.0,0.27,335.0,11,51.5,0,0,1
Mulldrifter,Lorwyn Eclipsed Commander,uncommon,Creature,5.0,0.32,561.0,13,51.5,0,0,1
Luxury Suite,Commander Legends: Battle for Baldur's Gate,rare,Land,0.0,28.12,162.0,5,51.5,0,0,1
Soldevi Excavations,Alliances,rare,Land,0.0,8.75,15318.0,7,51.5,1,0,0
Rejuvenating Springs,Tales of Middle-earth Commander,rare,Land,0.0,6.8,141.0,5,51.5,0,0,1
Teferi's Isle,Mirage,rare,Land,0.0,7.53,17286.0,7,51.5,1,0,0
The Black Gate,Tales of Middle-earth Commander,rare,Land,0.0,7.24,1178.0,5,51.5,0,0,0
Spire Garden,Teenage Mutant Ninja Turtles Eternal,rare,Land,0.0,5.05,184.0,5,51.5,0,0,1
Seaside Citadel,Lorwyn Eclipsed Commander,uncommon,Land,0.0,0.34,390.0,7,51.5,0,0,1
Angel's Grace,Time Spiral Remastered,rare,Instant,1.0,7.48,2130.0,8,51.0,0,0,1
Harmonize,Teenage Mutant Ninja Turtles Eternal,uncommon,Sorcery,4.0,0.31,302.0,12,51.0,0,0,1
Blooming Blast,Bloomburrow,uncommon,Instant,2.0,0.06,14522.0,15,51.0,0,0,0
Eriette's Tempting Apple,Wilds of Eldraine,uncommon,Artifact,4.0,0.27,7602.0,14,51.0,0,0,0
Al-abara's Carpet,Legends,rare,Artifact,5.0,61.7,26984.0,8,51.0,1,0,0
Bounding Felidar,Outlaws of Thunder Junction,uncommon,Creature,6.0,0.21,10516.0,14,51.0,0,0,0
Badlands Revival,Outlaws of Thunder Junction,uncommon,Sorcery,5.0,0.16,12010.0,14,51.0,0,0,0
Ward of Bones,Eventide,rare,Artifact,6.0,21.28,11967.0,8,51.0,0,0,0
Reprieve,The Lord of the Rings: Tales of Middle-earth,uncommon,Instant,2.0,2.07,665.0,10,51.0,0,0,0
Generous Gift,The Lost Caverns of Ixalan Commander,uncommon,Instant,3.0,1.42,55.0,8,51.0,0,0,1
Fear of Impostors,Duskmourn: House of Horror,uncommon,Creature,3.0,0.27,5436.0,15,51.0,0,0,0
Heaped Harvest,Bloomburrow,common,Artifact,3.0,0.18,2846.0,17,51.0,0,0,0
Thrill of Possibility,Foundations,common,Instant,2.0,0.28,202.0,18,51.0,0,0,1
Thrumming Stone,The List,rare,Artifact,5.0,19.26,2286.0,8,51.0,0,0,1
Enter the Enigma,Duskmourn: House of Horror,common,Sorcery,1.0,0.32,1420.0,17,51.0,0,0,0
Archmage Ascension,Zendikar,rare,Enchantment,3.0,4.93,8462.0,8,51.0,0,0,0
Liquimetal Torque,Modern Horizons 2,uncommon,Artifact,2.0,3.52,494.0,6,51.0,0,0,0
Ashnod's Cylix,Alliances,rare,Artifact,2.0,3.49,25726.0,8,51.0,1,0,0
Opt,Outlaws of Thunder Junction Commander,common,Instant,1.0,0.28,211.0,20,51.0,0,0,1
Ethereal Armor,Duskmourn: House of Horror,uncommon,Enchantment,1.0,0.37,1062.0,17,51.0,0,0,1
"Thada Adel, Acquisitor",Worldwake,rare,Creature,3.0,19.89,5172.0,8,51.0,0,0,0
Form a Posse,Outlaws of Thunder Junction,uncommon,Sorcery,2.0,0.16,12232.0,14,51.0,0,0,0
Alchor's Tomb,Legends,rare,Artifact,4.0,18.36,28818.0,8,51.0,1,0,0
Consumed by Greed,Bloomburrow,uncommon,Instant,3.0,0.19,6648.0,15,51.0,0,0,0
Ashes of the Fallen,Saviors of Kamigawa,rare,Artifact,2.0,7.09,12887.0,8,51.0,0,0,0
Arcbound Reclaimer,Darksteel,rare,Creature,4.0,6.88,7273.0,8,51.0,0,0,0
Quicksilver Elemental,Mirrodin,rare,Creature,5.0,23.11,8442.0,8,51.0,0,0,0
Island of Wak-Wak,Arabian Nights,rare,Land,0.0,235.12,21949.0,7,50.5,1,0,0
Nature's Claim,Iconic Masters,common,Instant,1.0,0.95,363.0,13,50.5,0,0,1
Talon Gates of Madara,Modern Horizons 3 Commander,rare,Land,0.0,16.34,594.0,5,50.5,0,0,0
Wizard Class,Adventures in the Forgotten Realms,uncommon,Enchantment,1.0,3.02,661.0,9,50.5,0,0,0
Read the Bones,Duskmourn: House of Horror Commander,common,Sorcery,3.0,0.27,429.0,13,50.5,0,0,1
Armored Scrapgorger,Phyrexia: All Will Be One,uncommon,Creature,2.0,0.29,4287.0,11,50.5,0,0,0
Village Rites,Innistrad Remastered,common,Instant,1.0,1.29,197.0,13,50.5,0,0,1
Access Tunnel,Outlaws of Thunder Junction Commander,uncommon,Land,0.0,3.3,576.0,11,50.5,0,0,1
Bladehold War-Whip,Phyrexia: All Will Be One,uncommon,Artifact,3.0,0.3,5610.0,11,50.5,0,0,0
Infernal Grasp,Lorwyn Eclipsed Commander,uncommon,Instant,2.0,0.37,271.0,11,50.5,0,0,1
Bartel Runeaxe,Legends,rare,Creature,6.0,21.29,29242.0,7,50.5,1,0,0
Consider,Tarkir: Dragonstorm Commander,common,Instant,1.0,0.31,389.0,13,50.5,0,0,1
Avatar of Growth,Game Night,mythic,Creature,6.0,24.66,11509.0,5,50.5,0,0,0
Beamtown Beatstick,March of the Machine,common,Artifact,1.0,0.5,2525.0,13,50.5,0,0,0
Mayhem Devil,Edge of Eternities Commander,uncommon,Creature,3.0,0.35,573.0,11,50.5,0,0,1
Expand the Sphere,Phyrexia: All Will Be One,uncommon,Sorcery,4.0,0.16,4737.0,11,50.5,0,0,0
Glacial Chasm,Ice Age,uncommon,Land,0.0,23.64,2139.0,7,50.5,0,1,0
Griffin Canyon,Visions,rare,Land,0.0,5.76,17083.0,7,50.5,1,0,0
Diamond Valley,Arabian Nights,rare,Land,0.0,695.0,17092.0,7,50.5,1,0,0
Break Down the Door,Duskmourn: House of Horror,uncommon,Instant,3.0,0.06,9973.0,15,50.0,0,0,0
Reiterate,Time Spiral Remastered,rare,Instant,3.0,14.38,2706.0,8,50.0,0,0,1
Faerie Dreamthief,Wilds of Eldraine,uncommon,Creature,1.0,0.27,6174.0,14,50.0,0,0,0
Blood Hustler,Outlaws of Thunder Junction,uncommon,Creature,2.0,0.19,12020.0,14,50.0,0,0,0
Dewdrop Cure,Bloomburrow,uncommon,Sorcery,3.0,0.12,7209.0,15,50.0,0,0,0
"Ashling, the Extinguisher",Eventide,rare,Creature,4.0,32.01,13372.0,8,50.0,0,0,0
Getaway Glamer,Outlaws of Thunder Junction,uncommon,Instant,1.0,0.28,6317.0,14,50.0,0,0,0
Breath of Fury,Ravnica: City of Guilds,rare,Enchantment,4.0,12.23,6260.0,8,50.0,0,0,0
Glistening Oil,New Phyrexia,rare,Enchantment,2.0,12.49,6718.0,8,50.0,0,0,0
Deadly Dispute,Tarkir: Dragonstorm Commander,common,Instant,2.0,0.4,132.0,12,50.0,0,0,1
Rising of the Day,The Lord of the Rings: Tales of Middle-earth,uncommon,Enchantment,3.0,0.71,653.0,10,50.0,0,0,0
Hop to It,Bloomburrow,uncommon,Sorcery,3.0,0.26,4870.0,15,50.0,0,0,0
Bitter Ordeal,Future Sight,rare,Sorcery,3.0,15.11,13797.0,8,50.0,0,0,0
Argentum Armor,Game Night: Free-for-All,rare,Artifact,6.0,3.09,2223.0,8,50.0,0,0,1
Hollow Marauder,Outlaws of Thunder Junction,uncommon,Creature,7.0,0.13,10825.0,14,50.0,0,0,0
Fear of Burning Alive,Duskmourn: House of Horror,uncommon,Creature,6.0,0.12,6929.0,15,50.0,0,0,0
Heirloom Epic,Bloomburrow,uncommon,Artifact,1.0,0.11,10329.0,15,50.0,0,0,0
Cynical Loner,Duskmourn: House of Horror,uncommon,Creature,2.0,0.13,9239.0,15,50.0,0,0,0
Goblin Electromancer,Tarkir: Dragonstorm Commander,common,Creature,2.0,0.26,656.0,14,50.0,0,0,1
Bleeding Woods,Duskmourn: House of Horror,common,Land,0.0,0.11,9556.0,18,50.0,0,0,0
Sakashima the Impostor,The List,rare,Creature,4.0,16.35,1959.0,8,50.0,0,0,1
Back for Seconds,Wilds of Eldraine,uncommon,Sorcery,3.0,0.24,6828.0,14,50.0,0,0,0
Abandoned Campground,Duskmourn: House of Horror,common,Land,0.0,0.11,9339.0,17,50.0,0,0,0
Ashes of the Abhorrent,Ixalan Promos,rare,Enchantment,2.0,5.72,7994.0,12,50.0,0,0,1
Daring Waverider,Bloomburrow,uncommon,Creature,6.0,0.11,8655.0,15,50.0,0,0,0
Builder's Talent,Bloomburrow,uncommon,Enchantment,2.0,0.1,10650.0,15,50.0,0,0,0
Baseball Bat,Duskmourn: House of Horror,uncommon,Artifact,2.0,0.1,18482.0,15,50.0,0,0,0
Bushy Bodyguard,Bloomburrow,uncommon,Creature,2.0,0.22,11376.0,15,50.0,0,0,0
Glimmer Seeker,Duskmourn: House of Horror,uncommon,Creature,3.0,0.08,14915.0,15,50.0,0,0,0
Baron Sengir,Homelands,rare,Creature,8.0,5.32,23723.0,8,50.0,1,0,0
Demonic Ruckus,Outlaws of Thunder Junction,uncommon,Enchantment,2.0,0.33,6236.0,14,50.0,0,0,0
Maralen of the Mornsong,Morningtide,rare,Creature,3.0,43.41,9915.0,8,50.0,0,0,0
Eddymurk Crab,Bloomburrow,uncommon,Creature,7.0,0.35,13241.0,15,50.0,0,0,0
Timber Protector,Lorwyn,rare,Creature,5.0,22.96,7325.0,8,50.0,0,0,0
Etched Cornfield,Duskmourn: House of Horror,common,Land,0.0,0.09,10660.0,17,50.0,0,0,0
"Comet, Stellar Pup",Mystery Booster 2,mythic,Planeswalker,4.0,5.67,6218.0,4,50.0,0,0,1
Icewrought Sentry,Wilds of Eldraine,uncommon,Creature,3.0,0.2,11494.0,14,50.0,0,0,0
House Cartographer,Duskmourn: House of Horror,uncommon,Creature,2.0,0.05,12674.0,15,50.0,0,0,0
Caught in the Crossfire,Outlaws of Thunder Junction,uncommon,Instant,2.0,0.16,14701.0,14,50.0,0,0,0
Flowerfoot Swordmaster,Bloomburrow,uncommon,Creature,1.0,0.17,11582.0,15,50.0,0,0,0
Hydroelectric Specimen // Hydroelectric Laboratory,Modern Horizons 3,uncommon,Creature,3.0,0.91,658.0,10,50.0,0,0,0
Krosan Grip,Commander 2021,uncommon,Instant,3.0,1.54,583.0,12,50.0,0,0,1
Fell,Bloomburrow,uncommon,Sorcery,2.0,0.38,2737.0,15,50.0,0,0,0
Pinnacle Monk // Mystic Peak,Modern Horizons 3,uncommon,Creature,5.0,1.24,577.0,10,50.0,0,0,0
Brimstone Roundup,Outlaws of Thunder Junction,uncommon,Enchantment,2.0,0.17,10136.0,14,50.0,0,0,0
Discerning Financier,Wilds of Eldraine,uncommon,Creature,3.0,0.2,7256.0,14,50.0,0,0,0
Floodpits Drowner,Duskmourn: House of Horror,uncommon,Creature,2.0,0.57,8525.0,15,50.0,0,0,0
Disciple of Freyalise // Garden of Freyalise,Modern Horizons 3,uncommon,Creature,6.0,1.58,528.0,10,50.0,0,0,0
Elephant Graveyard,Arabian Nights,rare,Land,0.0,290.66,21786.0,7,49.5,1,0,0
Vandalblast,Outlaws of Thunder Junction Commander,uncommon,Sorcery,1.0,2.38,98.0,7,49.5,0,0,1
Witch's Clinic,Commander 2021,rare,Land,0.0,12.59,1096.0,5,49.5,0,0,0
Arena Rector,Battlebond,mythic,Creature,4.0,9.47,8829.0,5,49.5,0,0,0
Avacyn's Memorial,Midnight Hunt Commander,mythic,Artifact,8.0,9.63,7402.0,5,49.5,0,0,0
"Auntie Blyte, Bad Influence",Jumpstart 2022,mythic,Creature,3.0,9.66,12089.0,5,49.5,0,0,0
"Surtr, Fiery Jötun",Assassin's Creed,rare,Creature,5.0,11.8,7167.0,7,49.5,0,0,0
Elvish Mystic,Commander Masters,common,Creature,1.0,1.07,109.0,13,49.5,0,0,1
Blightbelly Rat,Phyrexia: All Will Be One,common,Creature,2.0,0.34,2603.0,13,49.5,0,0,0
Foundry Inspector,Commander Masters,common,Creature,3.0,0.35,254.0,13,49.5,0,0,1
Halo Forager,March of the Machine,uncommon,Creature,3.0,0.34,5549.0,11,49.5,0,0,0
Archaeomancer's Map,Commander 2021,rare,Artifact,3.0,6.71,853.0,5,49.5,0,0,0
Explore,Outlaws of Thunder Junction Commander,common,Sorcery,2.0,0.33,230.0,13,49.5,0,0,1
Botanical Brawler,March of the Machine,uncommon,Creature,2.0,0.09,6302.0,11,49.5,0,0,0
Aura Mutation,Invasion,rare,Instant,2.0,3.8,2565.0,7,49.5,0,0,0
Infectious Bite,Phyrexia: All Will Be One,uncommon,Instant,2.0,0.47,2648.0,11,49.5,0,0,0
Curiosity,Jumpstart,uncommon,Enchantment,1.0,0.9,597.0,13,49.5,0,0,1
Ancestral Knowledge,Weatherlight,rare,Enchantment,2.0,7.85,17565.0,7,49.5,1,0,0
All Hallow's Eve,Legends,rare,Sorcery,4.0,523.16,20465.0,7,49.5,1,0,0
Argivian Archaeologist,Antiquities,rare,Creature,3.0,128.65,23489.0,8,49.0,1,0,0
Hazardroot Herbalist,Bloomburrow,uncommon,Creature,3.0,0.16,13128.0,15,49.0,0,0,0
Feed the Cycle,Bloomburrow,uncommon,Instant,2.0,0.19,6983.0,15,49.0,0,0,0
"Erayo, Soratami Ascendant // Erayo's Essence",Saviors of Kamigawa,rare,Creature,2.0,19.2,3732.5,6,49.0,0,0,0
Confusion in the Ranks,Mirrodin,rare,Enchantment,5.0,17.42,7972.0,8,49.0,0,0,0
Brazen Collector,Bloomburrow,uncommon,Creature,2.0,0.16,10033.0,15,49.0,0,0,0
Archive Dragon,Wilds of Eldraine,uncommon,Creature,6.0,0.15,14288.0,14,49.0,0,0,0
Always Watching,The List,rare,Enchantment,3.0,3.66,6237.0,12,49.0,0,0,1
